id,height,country,distance,dock,rank,function,usage,dose,count,max,weight,cat1,class,age,target
211,49346.11,CO-A,29025,DO-2,RA-14,FU-8,6696,299,27820,8290,36494.7834,CA-C,CL-1E,13157,TA-1
212,66040.5,CO-7,35436,DO-6,RA-C,FU-19,3518,9028,29544,6010,11650.553,CA-C,CL-2,11353,TA-0
213,77125.34,CO-9,51520,DO-9,RA-D,FU-16,4635,6795,33005,9876,41890.3238,CA-1C,CL-10,8888,TA-3
214,49887.52,CO-8,53342,DO-7,RA-B,FU-17,4455,1960,31844,8175,NA,CA-C,CL-1A,2057,TA-0
215,53062.49,CO-12,33874,DO-2,RA-1,FU-E,5675,10322,21638,11478,81046.7251,CA-5,CL-C,10707,TA-2
216,40199.31,CO-11,41038,DO-12,RA-5,FU-27,8375,944,8421,9749,58891.0691,CA-1B,CL-19,7086,TA-3
217,46114.65,CO-5,46607,DO-4,RA-0,FU-10,5638,6364,5999,9005,82080.2112,CA-14,CL-C,3276,TA-2
218,56680.68,CO-14,29931,DO-F,RA-1A,FU-11,6365,5030,6877,6535,45035.646,CA-5,CL-10,3094,TA-2
219,38750.41,CO-A,22500,DO-1,RA-20,FU-8,4770,10495,32675,6966,82912.1078,CA-D,CL-15,2018,TA-2
220,48239.75,CO-9,34392,DO-8,RA-8,FU-14,4550,2485,23331,8389,40631.8685,CA-A,CL-25,9286,TA-1
221,34524.28,CO-A,46579,DO-8,RA-E,FU-6,4819,6985,36373,8542,52951.0438,CA-1D,CL-18,6931,TA-3
222,53906.69,CO-6,48221,DO-F,RA-21,FU-15,6961,5099,28636,11164,16360.4959,CA-1,CL-1F,1267,TA-3
223,34055.02,CO-C,30119,DO-5,RA-4,FU-12,6318,2932,26651,8372,73345.512,CA-5,CL-4,12150,TA-0
224,56028.82,CO-E,46071,DO-B,RA-1,FU-22,6279,5405,19677,6863,74317.6408,CA-1F,CL-1F,2740,TA-4
225,28072.97,CO-D,34619,DO-F,RA-26,FU-D,5124,8890,18606,9808,NA,CA-20,CL-0,7336,TA-2
226,61594.58,CO-D,28177,DO-3,RA-1E,FU-3,6726,2319,1178,6623,7344.4856,CA-9,CL-1E,8943,TA-0
227,57802.66,CO-1,41845,DO-7,RA-21,FU-8,4972,3068,16919,7972,15803.5255,CA-6,CL-1E,1034,TA-0
228,63485.37,CO-5,35021,DO-7,RA-11,FU-1,7173,8377,13465,7765,73724.5086,CA-16,CL-7,974,TA-3
229,44663.27,CO-D,44562,DO-6,RA-0,FU-11,5856,1030,14796,5602,65783.5038,CA-27,CL-4,11980,TA-2
230,51918.6,CO-11,41215,DO-1,RA-1C,FU-B,7580,4536,34184,12610,NA,CA-2D,CL-13,13598,TA-3
231,52584.7,CO-11,42791,DO-B,RA-1,FU-7,4736,3905,34382,7559,15864.381,CA-2A,CL-A,9759,TA-2
232,61034.3,CO-7,31446,DO-F,RA-22,FU-C,4296,2295,24829,9649,NA,CA-8,CL-10,9459,TA-2
233,66572.1,CO-F,38250,DO-11,RA-24,FU-22,5498,1068,22536,7699,28353.026,CA-1F,CL-11,1644,TA-3
234,63223.13,CO-10,49789,DO-10,RA-10,FU-19,5727,9116,33315,9658,52353.0748,CA-26,CL-17,7918,TA-4
235,55115.57,CO-7,47566,DO-B,RA-D,FU-2A,3611,4561,19539,6021,64267.5029,CA-1A,CL-8,1695,TA-3
236,32812.01,CO-5,30387,DO-0,RA-13,FU-11,4014,6422,11927,9024,82966.1584,CA-13,CL-1,11970,TA-0
237,46091.65,CO-13,23736,DO-A,RA-1B,FU-19,6967,1537,9165,7645,NA,CA-1B,CL-A,12368,TA-1
238,44106.5,CO-5,45490,DO-B,RA-0,FU-C,4080,4127,15453,6020,54781.7369,CA-2,CL-E,13877,TA-1
239,35468.93,CO-B,31096,DO-8,RA-25,FU-1A,4616,1240,25918,13285,19639.8621,CA-14,CL-7,14138,TA-1
240,47682.47,CO-10,57746,DO-8,RA-25,FU-0,4379,2664,26363,12901,5681.868,CA-C,CL-26,2256,TA-3
241,46319.29,CO-10,44771,DO-C,RA-1A,FU-20,5727,7414,19557,2673,33629.9561,CA-15,CL-16,14340,TA-1
242,36648.38,CO-4,31025,DO-C,RA-3,FU-6,7310,9174,6524,9676,8349.0564,CA-B,CL-1C,813,TA-0
243,61105.46,CO-D,38664,DO-A,RA-1B,FU-8,5481,10163,20344,6416,NA,CA-28,CL-19,598,TA-2
244,64253.9,CO-11,35463,DO-1,RA-10,FU-1A,4479,480,14927,6713,7760.4706,CA-6,CL-12,11821,TA-0
245,49132.83,CO-14,47693,DO-B,RA-14,FU-20,5267,3322,13367,10669,59508.2114,CA-5,CL-C,6715,TA-0
246,61447.33,CO-1,47554,DO-1,RA-1,FU-24,5025,10628,17461,9987,72109.4065,CA-27,CL-2,1756,TA-2
247,44399.41,CO-B,34555,DO-A,RA-E,FU-18,4497,2106,6505,9035,57613.1875,CA-4,CL-12,14106,TA-1
248,53474.84,CO-9,37440,DO-2,RA-7,FU-20,5093,3112,3242,9803,71669.4057,CA-2,CL-9,12172,TA-0
249,49677.7,CO-B,24176,DO-3,RA-1E,FU-25,4458,1933,14364,6512,62214.9283,CA-D,CL-1F,3047,TA-1
250,43630.35,CO-9,49754,DO-E,RA-20,FU-11,6672,10235,17242,10714,4190.4434,CA-20,CL-1D,11630,TA-4
251,43855.94,CO-1,46313,DO-6,RA-1C,FU-6,5632,8498,28375,8729,5010.3396,CA-26,CL-17,9476,TA-1
252,51517.53,CO-3,33027,DO-C,RA-28,FU-15,6276,9142,31744,10464,NA,CA-12,CL-2,9890,TA-2
253,44409.59,CO-0,43204,DO-7,RA-25,FU-11,5168,4750,9271,5118,15174.3195,CA-15,CL-5,5240,TA-0
254,57993.95,CO-0,33620,DO-9,RA-5,FU-1F,3863,8562,34268,12272,56880.921,CA-1E,CL-19,4571,TA-1
255,53024.31,CO-2,47659,DO-D,RA-5,FU-28,5774,10404,9578,9006,62410.3511,CA-26,CL-7,13194,TA-3
256,33277.02,CO-F,28071,DO-E,RA-9,FU-28,6398,2035,2157,10771,14617.4178,CA-17,CL-15,4443,TA-0
257,38466.26,CO-1,33468,DO-12,RA-1B,FU-1F,6238,2349,26836,7471,66131.6311,CA-D,CL-E,8435,TA-2
258,38945.41,CO-14,28039,DO-3,RA-1B,FU-16,6616,9586,17870,4683,1989.0685,CA-13,CL-1D,3256,TA-0
259,58714.15,CO-11,31548,DO-12,RA-28,FU-17,5507,9378,36200,10744,81209.6309,CA-9,CL-25,9814,TA-4
260,35232.86,CO-E,27129,DO-D,RA-17,FU-2B,5596,1698,15253,10085,32981.7206,CA-24,CL-8,9843,TA-3
261,44033.72,CO-6,26782,DO-1,RA-C,FU-12,5479,6774,22843,5969,39618.164,CA-22,CL-8,6566,TA-1
262,34357.81,CO-0,41382,DO-A,RA-9,FU-1E,4214,5199,29778,9803,9588.4857,CA-24,CL-1A,2202,TA-0
263,59412.58,CO-13,45758,DO-0,RA-26,FU-1,5509,4306,5201,7835,28235.5624,CA-1F,CL-1D,13119,TA-3
264,57370.81,CO-11,34745,DO-6,RA-23,FU-26,3167,8014,5374,9997,25477.8115,CA-2C,CL-3,10315,TA-2
265,44595.13,CO-C,32969,DO-10,RA-1B,FU-29,8557,7296,14850,10261,13847.6509,CA-C,CL-12,6592,TA-3
266,37069.94,CO-0,40030,DO-2,RA-14,FU-F,5182,1791,14999,8406,75255.8895,CA-16,CL-0,4797,TA-0
267,56658.06,CO-7,43397,DO-5,RA-1F,FU-2,4512,8600,13253,9442,21915.7875,CA-1C,CL-B,13327,TA-2
268,35582.37,CO-9,50990,DO-C,RA-27,FU-28,5001,9030,25623,5713,24722.9882,CA-23,CL-15,5075,TA-3
269,38429.21,CO-A,47661,DO-4,RA-21,FU-2A,6694,3204,21231,3516,24297.9942,CA-3,CL-E,4481,TA-0
270,48671.6,CO-7,50620,DO-5,RA-1,FU-21,4051,4685,13012,7095,NA,CA-1C,CL-E,12554,TA-2
271,56446.42,CO-5,48041,DO-9,RA-D,FU-11,5826,6830,753,7001,32026.9078,CA-A,CL-1D,4477,TA-2
272,53753.82,CO-D,26335,DO-12,RA-8,FU-25,5322,9488,26276,7899,62160.1724,CA-12,CL-7,1409,TA-3
273,56161.37,CO-B,25386,DO-6,RA-27,FU-8,6312,2311,17411,7329,NA,CA-2A,CL-2,12832,TA-2
274,53072.09,CO-B,21298,DO-5,RA-11,FU-8,5035,6802,12611,11696,83622.0714,CA-0,CL-B,1620,TA-0
275,67306.57,CO-6,40503,DO-10,RA-4,FU-28,6070,4761,30173,7897,72805.9682,CA-23,CL-26,1002,TA-4
276,65132.63,CO-2,46132,DO-1,RA-18,FU-F,4991,3054,17241,7694,74384.1883,CA-14,CL-12,12280,TA-1
277,57973.26,CO-12,50684,DO-A,RA-1F,FU-22,4858,7402,11472,10038,13685.6715,CA-22,CL-5,10370,TA-3
278,49491.17,CO-C,33471,DO-4,RA-20,FU-1F,4942,5490,4330,4921,73908.2208,CA-2A,CL-D,13832,TA-2
279,44286.77,CO-E,42006,DO-2,RA-3,FU-9,5184,2273,17416,9900,NA,CA-19,CL-13,13693,TA-1
280,42199.32,CO-1,44440,DO-11,RA-12,FU-17,5707,6369,26595,9881,5895.5044,CA-2B,CL-9,2376,TA-0
281,44699.57,CO-1,39936,DO-10,RA-1A,FU-7,6772,4709,10585,10676,NA,CA-14,CL-1F,10849,TA-4
282,30072.42,CO-11,34394,DO-D,RA-23,FU-A,5842,10371,27538,10481,78632.4534,CA-D,CL-1,834,TA-4
283,57395.88,CO-14,61176,DO-10,RA-4,FU-26,6112,4804,1490,7369,40502.6578,CA-1F,CL-1E,3342,TA-4
284,59386.51,CO-3,41383,DO-7,RA-23,FU-26,8228,6576,23742,4582,84775.1831,CA-22,CL-14,13987,TA-4
285,72374.93,CO-0,44384,DO-3,RA-1,FU-1C,4081,8985,35200,9931,44687.134,CA-13,CL-11,13881,TA-1
286,37885.0,CO-6,45455,DO-F,RA-E,FU-1B,5263,9751,16077,6114,NA,CA-4,CL-19,12741,TA-3
287,51801.86,CO-10,27046,DO-6,RA-1D,FU-4,5445,2720,5496,11603,52768.5934,CA-E,CL-12,5947,TA-2
288,55807.16,CO-D,39313,DO-6,RA-28,FU-14,6355,248,11552,7171,79555.9772,CA-F,CL-14,11785,TA-3
289,72226.78,CO-1,29887,DO-4,RA-1A,FU-12,4582,5237,28479,7430,27319.8523,CA-10,CL-20,8105,TA-0
290,57226.72,CO-12,32570,DO-8,RA-22,FU-1C,5731,2971,31438,10299,30823.5136,CA-13,CL-F,8399,TA-2
291,68064.1,CO-14,52527,DO-6,RA-18,FU-21,6765,843,24533,9858,63054.4488,CA-1,CL-14,8792,TA-4
292,55666.76,CO-C,37156,DO-E,RA-21,FU-2B,3167,3366,23248,7620,4662.4406,CA-25,CL-D,2136,TA-1
293,60708.75,CO-11,44773,DO-5,RA-F,FU-1E,4719,3252,6628,12409,45179.5131,CA-9,CL-7,10735,TA-0
294,43453.63,CO-7,43581,DO-B,RA-12,FU-E,2353,5727,33867,8498,1039.6329,CA-1D,CL-10,9093,TA-0
295,53039.82,CO-12,24198,DO-3,RA-23,FU-7,6365,1528,7820,7483,45931.5649,CA-19,CL-9,3846,TA-1
296,43309.34,CO-6,43737,DO-10,RA-25,FU-E,4438,854,25258,5606,29498.0146,CA-19,CL-7,3069,TA-1
297,73901.71,CO-8,41284,DO-A,RA-24,FU-29,4156,5130,32640,9655,39010.9865,CA-24,CL-13,14213,TA-3
298,68726.24,CO-14,41044,DO-5,RA-23,FU-16,4150,3049,26412,10670,31951.7384,CA-6,CL-5,8165,TA-2
299,37718.54,CO-E,31085,DO-A,RA-28,FU-27,6646,7784,33073,9311,55590.3095,CA-14,CL-1,6326,TA-3
300,57775.12,CO-0,31318,DO-5,RA-1C,FU-3,7247,1610,13666,7723,70809.0848,CA-18,CL-7,8707,TA-1
301,67934.65,CO-1,45036,DO-F,RA-A,FU-B,5225,2586,24460,4929,7967.0238,CA-22,CL-1,1620,TA-1
302,35223.33,CO-11,25437,DO-2,RA-1,FU-29,4831,10084,7106,8892,74358.1557,CA-B,CL-4,1424,TA-1
303,55220.13,CO-6,51597,DO-A,RA-F,FU-2A,6413,7951,35999,7571,42367.2312,CA-2A,CL-21,951,TA-4
304,48374.33,CO-E,44581,DO-2,RA-1D,FU-1,5973,5305,22624,8749,NA,CA-1A,CL-1D,9534,TA-1
305,57783.99,CO-9,44648,DO-2,RA-14,FU-1E,6241,10499,19333,6610,2035.4264,CA-0,CL-7,10979,TA-4
306,36991.13,CO-6,36983,DO-D,RA-3,FU-7,6171,1515,6450,9313,20262.6818,CA-2A,CL-10,6401,TA-1
307,42652.62,CO-13,38065,DO-B,RA-3,FU-D,2576,6909,30064,8848,66993.8004,CA-17,CL-19,3847,TA-3
308,80974.34,CO-13,39846,DO-E,RA-2,FU-12,4938,522,26377,9405,NA,CA-2,CL-26,5440,TA-2
309,46724.44,CO-5,25290,DO-B,RA-23,FU-1,6240,9870,33186,5439,84363.6023,CA-19,CL-D,8455,TA-3
310,42185.71,CO-12,40454,DO-9,RA-14,FU-15,5950,10769,9321,11783,10021.3522,CA-1B,CL-7,2668,TA-0
311,56483.39,CO-13,40698,DO-12,RA-8,FU-1D,5603,1364,3098,9662,21794.7498,CA-24,CL-3,4187,TA-2
312,59302.06,CO-B,42075,DO-4,RA-15,FU-11,6418,5626,23726,7582,69481.4504,CA-24,CL-25,11033,TA-4
313,49812.39,CO-10,46227,DO-B,RA-3,FU-14,4670,8410,14012,7110,44002.0919,CA-17,CL-1F,1375,TA-3
314,61054.49,CO-8,51537,DO-6,RA-22,FU-1B,4860,2424,4959,11188,73789.5471,CA-1,CL-21,12766,TA-3
315,45177.86,CO-11,31967,DO-12,RA-17,FU-C,5575,9643,12335,6632,79135.6168,CA-1C,CL-9,11566,TA-4
316,34808.11,CO-0,25242,DO-6,RA-23,FU-16,7318,8964,12513,6340,40255.8193,CA-1A,CL-12,8437,TA-1
317,41602.97,CO-12,54415,DO-9,RA-22,FU-1C,5442,6799,36600,10190,43689.0739,CA-24,CL-26,864,TA-4
318,55535.97,CO-C,44492,DO-A,RA-13,FU-1C,4738,10884,7786,9934,73582.3685,CA-26,CL-17,14263,TA-2
319,47677.32,CO-F,36018,DO-11,RA-B,FU-D,3964,6306,5420,10722,64739.7817,CA-4,CL-19,10685,TA-2
320,67130.7,CO-3,36749,DO-C,RA-19,FU-2,3761,3182,8178,9877,34674.5038,CA-19,CL-C,6449,TA-2
321,28740.09,CO-A,39123,DO-11,RA-1D,FU-1B,5268,6037,29473,10916,37994.3555,CA-25,CL-18,7501,TA-4
322,44423.26,CO-C,26655,DO-8,RA-16,FU-0,6336,4827,24723,7022,42972.6211,CA-21,CL-17,1087,TA-0
323,40314.95,CO-10,44521,DO-F,RA-15,FU-17,4111,1053,34785,7429,79993.0202,CA-2D,CL-9,9307,TA-0
324,61646.2,CO-12,30583,DO-8,RA-1E,FU-1C,7865,1894,23793,6240,NA,CA-8,CL-16,2208,TA-1
325,42921.48,CO-6,48687,DO-12,RA-20,FU-8,7827,8980,2088,3569,39020.4536,CA-21,CL-4,1362,TA-3
326,56435.19,CO-1,44626,DO-5,RA-F,FU-2,2847,6692,1042,7190,NA,CA-1B,CL-25,1727,TA-3
327,46787.48,CO-12,47893,DO-B,RA-25,FU-0,6426,7251,13547,11250,34291.8066,CA-1D,CL-18,4064,TA-4
328,60785.57,CO-12,46204,DO-10,RA-6,FU-27,2586,10908,2289,10181,1350.064,CA-2C,CL-6,6702,TA-2
329,20877.25,CO-B,40565,DO-A,RA-1C,FU-8,4110,5659,4617,5951,41426.0615,CA-6,CL-C,3953,TA-0
330,54164.13,CO-10,33561,DO-C,RA-8,FU-A,6759,8123,14928,8286,NA,CA-F,CL-6,7027,TA-3
331,59072.58,CO-6,41769,DO-12,RA-0,FU-21,6489,6593,10845,10210,3282.3332,CA-21,CL-6,6079,TA-1
332,37139.25,CO-1,49555,DO-B,RA-25,FU-25,6587,3537,27648,1612,59758.5864,CA-A,CL-20,12216,TA-1
333,47272.17,CO-8,24375,DO-8,RA-28,FU-E,4310,1501,27598,5448,NA,CA-25,CL-1C,5480,TA-3
334,49054.46,CO-A,47351,DO-B,RA-15,FU-C,4973,305,15292,9666,78541.7821,CA-5,CL-1E,7767,TA-0
335,42617.01,CO-F,43586,DO-B,RA-4,FU-6,5564,2570,9883,9829,73115.8246,CA-11,CL-0,8674,TA-1
336,57763.06,CO-2,57819,DO-B,RA-10,FU-B,6646,10784,1185,10100,31510.2449,CA-4,CL-25,10707,TA-2
337,54100.35,CO-D,64598,DO-0,RA-25,FU-10,3824,2350,28485,7866,70506.0776,CA-20,CL-7,10581,TA-3
338,72997.3,CO-5,42704,DO-1,RA-0,FU-4,4249,6909,2570,3934,19182.3511,CA-1A,CL-16,9410,TA-0
339,57270.17,CO-0,27552,DO-3,RA-1E,FU-4,5351,4613,35086,7078,13927.4815,CA-1B,CL-24,8417,TA-0
340,54874.83,CO-9,46298,DO-0,RA-15,FU-21,3911,5307,31242,13866,79263.3432,CA-C,CL-24,6134,TA-4
341,71351.02,CO-5,53645,DO-C,RA-1,FU-29,6145,6386,17182,8388,57642.5149,CA-25,CL-21,7759,TA-4
342,63008.78,CO-9,56231,DO-B,RA-8,FU-10,6028,1544,32565,7175,39856.6193,CA-2A,CL-25,9552,TA-4
343,51231.02,CO-F,36501,DO-B,RA-22,FU-26,5771,2906,20506,10734,17573.2033,CA-28,CL-B,6830,TA-3
344,64221.14,CO-B,48972,DO-3,RA-C,FU-17,5577,7945,10176,8218,10254.9315,CA-9,CL-11,2726,TA-0
345,61441.71,CO-11,43821,DO-1,RA-1E,FU-1A,6235,10665,11250,6281,25108.8544,CA-0,CL-1,10649,TA-0
346,49250.88,CO-0,40064,DO-E,RA-22,FU-F,4145,1389,28739,8640,13822.5865,CA-16,CL-B,9632,TA-0
347,65521.69,CO-5,22525,DO-8,RA-25,FU-22,6982,7872,35840,6838,12408.6532,CA-17,CL-1A,3248,TA-1
348,71476.1,CO-F,27622,DO-2,RA-9,FU-1,7707,2559,29806,7188,NA,CA-B,CL-15,5585,TA-0
349,60197.64,CO-1,26617,DO-12,RA-16,FU-7,3987,7998,31364,8179,65207.9621,CA-0,CL-17,8830,TA-2
350,59654.74,CO-12,42536,DO-0,RA-27,FU-2B,3606,4932,21237,6849,NA,CA-C,CL-5,13298,TA-1
351,52482.9,CO-9,37594,DO-7,RA-21,FU-F,5866,7409,5955,7797,6104.9665,CA-13,CL-1F,12125,TA-1
352,65563.28,CO-11,38727,DO-2,RA-18,FU-10,7517,10609,14482,7518,35789.8012,CA-24,CL-11,7030,TA-3
353,61035.89,CO-E,38388,DO-5,RA-26,FU-20,5594,4660,17868,7208,32359.3146,CA-24,CL-8,13256,TA-2
354,36819.39,CO-E,51596,DO-10,RA-27,FU-6,4553,4198,9086,9125,76155.4317,CA-13,CL-17,13947,TA-4
355,31569.93,CO-A,41963,DO-2,RA-12,FU-10,5456,8697,27774,10926,68513.4704,CA-14,CL-0,1225,TA-0
356,55026.98,CO-C,41440,DO-11,RA-1F,FU-7,6121,6119,16705,10831,NA,CA-10,CL-6,8447,TA-3
357,47031.83,CO-0,31330,DO-12,RA-7,FU-27,4886,4105,16504,8791,49951.9679,CA-18,CL-23,10945,TA-1
358,45605.51,CO-4,34174,DO-11,RA-1B,FU-4,4700,10135,20684,7338,22332.9116,CA-14,CL-20,8241,TA-2
359,65347.28,CO-4,39607,DO-7,RA-29,FU-25,4081,1014,21593,6138,79579.9214,CA-B,CL-24,9670,TA-3
360,64615.14,CO-1,43303,DO-7,RA-16,FU-9,5073,6911,4314,4957,NA,CA-29,CL-9,1599,TA-0
361,58712.8,CO-C,30096,DO-C,RA-21,FU-1,4101,2091,22353,11451,81341.1221,CA-D,CL-9,5427,TA-3
362,46973.18,CO-B,38695,DO-2,RA-0,FU-3,4649,2491,16360,7243,76932.5618,CA-3,CL-17,6258,TA-1
363,60377.41,CO-F,40268,DO-5,RA-19,FU-1F,6282,9080,15003,9686,3064.8561,CA-1A,CL-11,10695,TA-2
364,53993.48,CO-13,49383,DO-12,RA-1C,FU-1E,5988,673,33513,11859,63731.6769,CA-1E,CL-F,6820,TA-4
365,49763.87,CO-9,24226,DO-2,RA-23,FU-12,5826,3802,6461,11370,11579.3492,CA-25,CL-E,13458,TA-1
366,53136.98,CO-4,40138,DO-2,RA-12,FU-2B,5629,4090,1576,6975,38084.1441,CA-F,CL-0,4215,TA-0
367,60999.87,CO-E,33254,DO-0,RA-12,FU-11,4280,5508,33095,8164,21307.2772,CA-E,CL-1C,9004,TA-0
368,48712.29,CO-F,41747,DO-10,RA-23,FU-2B,7623,7041,8841,5342,46661.6932,CA-29,CL-12,12039,TA-4
369,66023.67,CO-F,33775,DO-0,RA-20,FU-19,4222,5235,35284,7999,NA,CA-8,CL-E,4923,TA-2
370,57881.24,CO-8,33515,DO-3,RA-1,FU-28,7072,6753,9190,10998,NA,CA-D,CL-16,4501,TA-0
371,51884.64,CO-9,28198,DO-4,RA-D,FU-D,6164,8303,7115,7831,75347.5404,CA-6,CL-17,8406,TA-2
372,55744.94,CO-C,50859,DO-2,RA-1A,FU-14,3474,10921,9309,7058,NA,CA-1C,CL-5,6847,TA-1
373,44605.38,CO-D,28099,DO-F,RA-1B,FU-F,6123,3625,18184,9659,18831.7756,CA-23,CL-1,6657,TA-2
374,51802.64,CO-10,50849,DO-7,RA-E,FU-19,6162,9578,33138,3620,18010.6535,CA-21,CL-26,422,TA-4
375,51451.64,CO-1,42940,DO-4,RA-9,FU-17,4874,9066,10936,8902,13197.8814,CA-23,CL-3,2023,TA-0
376,25736.48,CO-F,43254,DO-7,RA-20,FU-A,6925,7330,32111,8864,NA,CA-A,CL-18,1288,TA-1
377,46776.69,CO-A,31441,DO-E,RA-22,FU-7,3357,5133,21840,7652,11657.0354,CA-1B,CL-5,8336,TA-1
378,59458.99,CO-6,46449,DO-D,RA-22,FU-8,4313,295,4547,7930,39376.9472,CA-1C,CL-1B,8225,TA-2
379,50718.38,CO-13,46991,DO-B,RA-A,FU-2,6559,5533,6236,9677,50687.8225,CA-E,CL-1E,1213,TA-3
380,35202.04,CO-F,41837,DO-7,RA-1B,FU-10,3839,6924,6636,6397,NA,CA-E,CL-C,12305,TA-1
381,66026.46,CO-9,40566,DO-2,RA-29,FU-F,6836,307,28338,3178,9854.0105,CA-1E,CL-A,583,TA-0
382,46286.24,CO-11,51771,DO-2,RA-1F,FU-19,6949,1688,9092,7630,74656.7749,CA-1A,CL-6,6654,TA-3
383,49796.12,CO-D,47436,DO-C,RA-10,FU-0,5993,8461,21856,10559,51978.3498,CA-2D,CL-2,1159,TA-3
384,51579.9,CO-A,46903,DO-6,RA-23,FU-3,4927,2285,26096,8270,17061.6803,CA-16,CL-D,9217,TA-1
385,48394.69,CO-13,52447,DO-1,RA-7,FU-23,5396,590,10746,7764,29217.2358,CA-4,CL-6,2793,TA-0
386,57122.04,CO-11,50162,DO-A,RA-20,FU-5,5247,6608,12446,6622,NA,CA-1B,CL-21,9564,TA-3
387,41767.1,CO-14,22801,DO-F,RA-F,FU-20,7545,1676,30395,5560,31363.9464,CA-22,CL-1D,5818,TA-4
388,50885.19,CO-D,28521,DO-0,RA-10,FU-5,7830,4469,36682,8629,53065.6647,CA-13,CL-11,10686,TA-1
389,50994.64,CO-10,57142,DO-3,RA-D,FU-0,3837,7171,20246,8492,53888.6057,CA-19,CL-A,2041,TA-3
390,53780.16,CO-D,31733,DO-1,RA-25,FU-2B,6636,1563,35082,5887,NA,CA-29,CL-1,11151,TA-0
391,49320.65,CO-D,43723,DO-F,RA-19,FU-1,4162,8300,34624,9703,14492.2955,CA-4,CL-19,13206,TA-2
392,33530.55,CO-3,68325,DO-3,RA-17,FU-A,4981,10468,22339,10311,17586.6438,CA-3,CL-12,7986,TA-2
393,28227.61,CO-C,30336,DO-0,RA-22,FU-1E,6268,9135,15468,9221,21922.8692,CA-2C,CL-E,11942,TA-1
394,54685.82,CO-4,26496,DO-12,RA-1C,FU-B,5644,4806,24325,3780,32293.1561,CA-28,CL-1B,1509,TA-1
395,66204.66,CO-14,22713,DO-5,RA-6,FU-4,4140,2371,5699,5409,19805.8933,CA-0,CL-13,12478,TA-0
396,75182.97,CO-4,51206,DO-F,RA-16,FU-1E,5127,7401,12174,5339,85056.589,CA-15,CL-14,7115,TA-0
397,50708.94,CO-12,43492,DO-11,RA-5,FU-23,5531,2075,14303,12613,52747.328,CA-F,CL-20,4037,TA-3
398,61717.81,CO-5,37392,DO-3,RA-1A,FU-1B,4553,9067,10934,9996,58461.8045,CA-17,CL-21,8851,TA-3
399,51576.63,CO-4,34578,DO-F,RA-29,FU-25,3345,1927,31236,6653,60332.1593,CA-1,CL-3,13023,TA-1
400,55749.65,CO-1,34050,DO-10,RA-21,FU-14,5634,2341,4938,9100,84338.4813,CA-F,CL-15,7048,TA-3
401,45583.5,CO-3,52305,DO-E,RA-E,FU-17,5140,8417,23339,11167,28189.9484,CA-25,CL-1F,542,TA-2
402,43167.13,CO-A,39547,DO-3,RA-D,FU-21,7846,5366,16359,5675,43780.9855,CA-11,CL-1B,7296,TA-2
403,57828.13,CO-3,35431,DO-11,RA-19,FU-20,4297,6135,14548,8188,4093.4801,CA-B,CL-D,6530,TA-0
404,39546.24,CO-B,44391,DO-0,RA-18,FU-5,3690,7511,16268,8081,35946.7754,CA-24,CL-1E,5178,TA-1
405,51036.62,CO-F,32510,DO-6,RA-1B,FU-14,5128,6395,30236,8906,9189.3389,CA-15,CL-0,10253,TA-0
406,47251.16,CO-11,25410,DO-B,RA-27,FU-26,1924,7659,17531,8828,14359.3114,CA-1C,CL-12,1164,TA-1
407,45768.73,CO-12,37061,DO-7,RA-1D,FU-A,4367,9020,8554,9467,76304.961,CA-29,CL-15,3573,TA-4
408,50693.24,CO-2,31403,DO-F,RA-27,FU-14,4735,5197,3242,9577,33905.0523,CA-2D,CL-26,784,TA-4
409,59083.38,CO-0,52040,DO-A,RA-1A,FU-12,4264,3384,2753,12054,59706.206,CA-1A,CL-14,4752,TA-4
410,55929.98,CO-4,30280,DO-8,RA-1E,FU-29,4812,6561,18345,9864,33665.209,CA-3,CL-18,14198,TA-1
411,38941.08,CO-E,33046,DO-10,RA-19,FU-6,7263,5882,2673,6774,14106.7864,CA-28,CL-23,2569,TA-2
412,48421.44,CO-6,31692,DO-5,RA-1E,FU-25,4971,4339,5960,7088,NA,CA-7,CL-9,11607,TA-0
413,38983.54,CO-1,38693,DO-3,RA-12,FU-16,5121,8604,22275,9724,58971.5054,CA-15,CL-1D,3487,TA-0
414,41208.26,CO-5,39460,DO-0,RA-15,FU-9,4535,1166,4796,9348,1618.2627,CA-28,CL-6,8182,TA-4
415,43328.43,CO-10,67146,DO-F,RA-7,FU-10,6564,4586,28151,9681,24772.0506,CA-8,CL-E,2951,TA-2
416,52266.91,CO-D,41296,DO-11,RA-B,FU-2,4890,7304,15948,7836,71472.0614,CA-3,CL-A,4480,TA-3
417,38486.54,CO-9,27082,DO-B,RA-12,FU-11,6204,4962,15145,5219,38744.4547,CA-24,CL-13,12520,TA-4
418,61732.82,CO-F,40079,DO-F,RA-28,FU-17,4914,1413,13862,7177,NA,CA-E,CL-D,7923,TA-1
419,57896.76,CO-4,32788,DO-9,RA-1D,FU-26,5492,5046,13308,5944,39892.235,CA-A,CL-22,8277,TA-1
420,83046.22,CO-7,26657,DO-11,RA-1D,FU-21,5554,9630,24474,8595,41098.6793,CA-17,CL-D,8318,TA-3
421,32581.86,CO-1,39208,DO-2,RA-16,FU-16,4494,4748,16847,8140,1172.2417,CA-1F,CL-8,9040,TA-0
