id,distance,height,landings,number,pack,age,usage,region,weight,item,volume,width,max,power,size,target
707,4236,15789.4723,2894.84427,54502.72204,39749.9365,33892.8133,36887.73389,RE-10,1649,IT-3,26275,30196.552,5135,19246,1365,-5.6056261001735415
708,5629,15068.4414,41613.68363,39281.83512,23508.781,43617.8912,18592.56171,RE-11,860,IT-13,53110,NA,1436,21599,953,14.344864134189331
709,4904,4953.3061,9783.17768,51327.031,46333.8418,36412.4724,22116.38997,RE-3,2099,IT-10,53467,27883.796,11611,9981,1043,-31.682867105086892
710,4608,16566.4554,25430.72085,30690.63682,27399.5182,23885.2994,57468.2723,RE-D,773,IT-11,25699,28037.386,33049,18353,894,22.229022060999394
711,5153,15058.1142,26579.18807,30437.78031,40588.4192,30599.4642,25980.18928,RE-D,3568,IT-8,35758,31927.776,23079,18822,1142,9.042464875509207
712,4050,2045.7353,13338.09349,42331.62788,45289.1998,55561.6176,27256.80202,RE-0,3238,IT-A,46759,26243.822,26198,21103,1060,-37.92793303634932
713,6002,7555.5344,18007.29783,56329.09655,53819.4257,38436.5559,43768.69879,RE-F,1392,IT-2,43850,20208.823,2973,14626,1335,-26.94862082795233
714,7004,2361.1064,16541.05873,27803.53832,63094.6716,27071.5115,31964.01232,RE-11,4278,IT-B,58915,10528.04,22868,9810,1054,-63.463922412859645
715,5592,11221.349,5187.41474,52926.62342,46948.696,25129.7402,39793.13812,RE-8,2598,IT-8,12399,21979.34,31979,18690,1251,-19.194565340802416
716,3122,4123.451,39719.04237,35357.76115,57277.9597,37665.8578,37034.81575,RE-2,2733,IT-3,62652,31609.862,5590,15402,1611,9.21547311929107
717,6443,2945.1957,13886.66664,36924.73175,43873.7771,46388.0544,40889.03282,RE-11,2019,IT-5,74652,NA,25371,14930,1221,17.81308036627361
718,3263,4420.5036,34436.87292,21237.63057,37063.0094,28194.1622,37205.45741,RE-3,1955,IT-B,49257,36000.463,24863,18439,1171,8.948217701653896
719,5157,17000.2431,36553.83836,22173.99861,50799.8031,20758.3376,13053.11259,RE-9,1860,IT-D,45546,29960.205,29009,9762,1758,30.273265722398907
720,4365,13999.4593,6570.06099,43590.16947,48467.2893,21622.4497,40954.50653,RE-C,2552,IT-B,29338,20302.981,17768,16980,1658,5.5044158125440426
721,8074,8509.8599,38996.82356,12759.91266,31876.2492,23737.752,39901.44977,RE-0,1065,IT-3,45366,28943.574,6607,17565,1827,22.256710647169662
722,4520,12744.289,22334.43152,23124.57325,30685.8898,30755.3867,42678.78066,RE-5,4263,IT-E,18705,NA,9355,19253,1733,22.797328582820324
723,5686,10392.8072,39693.00365,36014.3081,44719.9141,54269.352,25741.52069,RE-C,2061,IT-12,51567,16749.613,27521,16823,1879,28.262210198043753
724,4222,6140.5516,43178.98099,50883.85937,34296.4224,28155.9615,29591.43682,RE-10,2698,IT-C,80186,31758.162,21323,14964,866,66.00569082908665
725,4613,9030.4286,6773.15678,1664.12497,44663.6045,34602.5617,31938.00194,RE-2,4396,IT-12,38632,NA,17264,13519,1678,10.743453202835205
726,7323,4051.8645,9877.36595,18112.39479,16512.3134,41505.053,20813.63305,RE-2,3735,IT-C,23769,23214.547,28295,18067,1643,-0.048518316444639
727,5934,5075.5171,37682.63252,14026.47201,27736.4391,61214.3887,30146.04663,RE-5,2273,IT-B,57462,30039.99,3385,14430,1336,438.21725573843827
728,4877,14453.5485,4536.85827,33525.65621,47821.7302,29299.0062,34810.18815,RE-1,4156,IT-C,50863,19795.461,21241,12317,1650,12.151470242530271
729,6121,16249.8758,2094.13813,32153.41949,26763.9078,49059.4884,13720.42535,RE-F,2518,IT-9,26303,28388.166,6258,16195,1544,-3.990163068264815
730,5253,8073.1371,15656.72081,16553.35935,69944.634,44811.3723,31828.5918,RE-3,3833,IT-D,60834,23196.098,465,12479,1172,-12.856000626596607
731,5989,8656.0221,11594.41783,4724.10033,43601.0163,29508.1751,28303.40493,RE-9,643,IT-3,34391,16415.703,23841,25676,784,-35.928367855197536
732,4935,1854.1343,17063.67685,24001.85159,46842.4397,28998.7428,34652.56123,RE-A,3021,IT-5,43899,28592.261,19121,16742,1506,-12.689972815186028
733,6201,8156.1227,12891.53123,49518.14571,37534.6533,31100.9812,30384.41274,RE-A,1845,IT-7,51952,12417.827,23580,14694,1500,-48.799753375833134
734,6344,16621.0062,1258.88631,6703.27361,41878.3538,31940.7307,49928.53015,RE-10,1605,IT-1,53737,27766.813,31970,19672,1534,39.831218256057035
735,6368,1245.4447,9431.10595,29093.32088,15838.6097,42593.8476,22052.47356,RE-5,3703,IT-B,53833,NA,11404,11368,2029,26.80725382606061
736,7267,9266.1284,17716.26723,14454.59419,35500.9478,18037.4278,40764.4469,RE-A,4192,IT-1,39276,NA,28642,23250,1463,8.181906434186617
737,5486,9886.3976,23647.78015,49198.24516,39192.677,33037.3537,10346.51924,RE-4,3337,IT-B,67986,20954.449,27852,15783,1153,-8.38114826630038
738,7652,12998.2325,35412.59554,54481.93639,43951.6358,43792.9117,28827.95997,RE-4,3587,IT-12,55443,33951.513,13834,5315,1597,15.576602104468362
739,5184,3929.2794,28527.56198,49907.26458,43509.0375,40082.691,7590.88027,RE-C,2630,IT-4,60998,13662.58,1036,17573,1227,-53.5754666768489
740,6456,12778.8509,37338.56873,14038.06577,54792.1316,31434.1726,45610.12106,RE-8,1387,IT-5,65531,31714.59,22480,12190,1256,20.851066190906803
741,4034,18330.1762,4259.17819,36406.29758,54943.2217,46163.0497,29286.49461,RE-6,4088,IT-2,56885,23023.603,7495,12246,1428,-44.38330508679307
742,4643,18597.9915,38978.16205,20002.40705,48461.4751,48439.1722,21408.81911,RE-3,2533,IT-8,56566,30619.36,17550,3460,1107,-9.595164288753358
743,4593,10525.1218,36480.64834,43624.82473,40055.2732,14051.9884,15790.99717,RE-1,3551,IT-2,54373,18078.088,4606,6976,1256,-41.84822256543203
744,4174,11733.4445,24844.73494,17030.09462,52078.805,50781.1923,42103.22903,RE-6,2117,IT-8,44353,37687.341,12596,9881,1487,23.384914827122184
745,3706,9292.3007,12689.07679,17968.36311,53224.8598,35287.72,30183.95401,RE-1,993,IT-13,42649,24743.398,32407,18962,1612,9.093776847393801
746,7834,8446.4583,37125.47142,13024.69546,36635.7198,52505.759,41197.7806,RE-0,884,IT-2,54476,21331.713,32899,13680,1145,2.994875858558003
747,6539,18413.9876,37197.48462,53967.28885,50951.4619,34218.6844,19163.14246,RE-D,1346,IT-9,43326,30275.527,32203,16900,1725,42.108029163314065
748,6030,16705.9646,40655.99926,14376.85194,39383.1795,50466.26,26197.73904,RE-1,3232,IT-B,51706,37678.914,14396,16189,1563,36.02917124833962
749,5036,4141.4654,4399.94631,12494.29455,51193.955,58808.6459,27922.27736,RE-1,3211,IT-7,32549,31165.435,22559,17991,1886,-17.656126020654945
750,3466,18629.0508,31582.04823,36167.03991,42761.9073,51078.5945,29690.77989,RE-4,851,IT-10,66634,25347.248,8459,13783,973,-133.85574475609403
751,5629,4597.722,20126.68914,41825.2652,25223.8034,27534.9007,56928.20413,RE-D,2364,IT-6,38377,14230.407,10159,7374,1365,-24.52943121135964
752,4202,16895.4973,12507.23926,43258.59945,38802.5801,41845.9408,15591.86901,RE-8,1745,IT-B,28753,NA,23433,7002,1226,-22.4585964828802
753,6590,6644.9692,1831.36308,29499.48191,42304.8136,33480.8741,17422.02841,RE-10,4257,IT-7,51141,28287.231,8885,20054,1320,-16.575043250901576
754,4754,18406.8227,12362.28435,18629.82679,52503.7536,39550.7133,18517.30242,RE-11,3738,IT-12,60442,NA,15548,11249,1123,9.160441036936362
755,5503,5756.0133,22564.02723,11995.52026,64733.9392,59392.1374,52454.20659,RE-11,576,IT-9,47233,28888.169,589,11153,1082,-19.027933736668604
756,4519,16705.5098,2759.40093,39513.81334,26140.9654,44120.9257,28985.59005,RE-7,2596,IT-B,75003,25211.245,23340,19240,994,-1.1663573445871545
757,4292,7037.6108,6087.20638,20920.08469,41233.4981,22604.8269,30276.67198,RE-9,2700,IT-11,40716,13869.753,18010,15223,1681,-138.63320181493236
758,7992,12680.2374,37463.67228,10289.96165,34030.1523,47908.3542,23387.37627,RE-A,4052,IT-4,57991,23880.859,26112,11249,1097,-10.157925298112243
759,7753,14329.4778,12450.15196,52567.15724,48389.648,21345.8613,27029.92438,RE-9,3584,IT-11,30446,21345.985,31693,17135,1468,26.976894856774752
760,4904,18117.0277,14783.22445,46038.74343,29095.5044,9317.8483,20852.16364,RE-A,4195,IT-8,55431,NA,11848,2203,941,-38.91817358591615
761,5375,16127.1304,39779.50936,30899.72884,55615.9221,20853.1162,32112.6292,RE-9,1276,IT-0,29414,11482.995,13078,19708,948,-69.69248054874885
762,5199,5258.0256,37960.32359,59441.38183,44637.0477,44259.6969,18734.23339,RE-F,3485,IT-A,49422,27212.636,22386,15848,1161,-16.23508776574618
763,6295,17469.6303,38431.04588,1233.10954,43092.5859,34304.7956,32612.56641,RE-D,3476,IT-10,62168,26600.217,17895,24627,1599,59.79058518434004
764,6620,2879.0677,18161.92653,32112.91472,57169.153,37675.5989,40962.25907,RE-6,443,IT-6,34412,29694.975,30981,11640,1073,-29.122883193438106
765,4364,8040.1652,42537.6828,1397.20625,51899.8725,8643.4605,48819.80665,RE-5,3331,IT-B,53509,30195.717,1319,15079,1904,33.14943511144059
766,1878,4161.1842,43901.93874,42934.65327,41627.0305,40144.976,24700.19022,RE-0,4580,IT-11,53379,33639.597,26885,14275,1454,21.125083228133523
767,5222,14974.6088,1046.77691,17098.62979,31177.0862,25345.1569,28182.48731,RE-E,2192,IT-5,41102,27550.621,31342,21604,1025,15.30310922128
768,5883,11059.105,24642.53582,32228.31673,30070.2324,29099.9439,18716.56287,RE-0,2358,IT-E,81780,33141.931,31201,18985,1288,43.31737003799931
769,5502,6648.1319,6126.6774,47433.1743,28358.0121,47517.6296,30048.56526,RE-D,1156,IT-6,29161,40297.678,9905,15020,1324,469.9794105235982
770,7917,3076.8977,30278.12185,1318.2501,32706.6636,58565.2899,33488.62025,RE-10,2762,IT-6,46425,25944.866,18210,21737,1745,42.18223595170031
771,5440,5389.6162,8282.55191,50462.10667,27847.3155,37001.9846,41268.91426,RE-8,842,IT-10,30021,30428.134,2041,17916,1126,-12.375441134212492
772,6301,13132.2624,3640.81817,6700.45536,55135.7668,33052.4086,16585.60748,RE-5,3478,IT-1,50160,21853.425,7889,4010,1343,-45.304557629416905
773,4993,10345.5831,36674.8426,21574.84018,60174.6779,39474.9303,38387.73908,RE-D,3680,IT-B,63536,19071.878,13027,4781,1253,-12.127740724841221
774,5956,15716.3961,5918.5396,26922.87508,40534.802,34995.5121,32886.20047,RE-A,3251,IT-F,64759,31119.536,34233,17741,1305,42.576644939314754
775,4647,7824.286,22434.41922,1233.92573,47854.5268,32779.8711,38717.84235,RE-6,495,IT-8,7275,32895.539,21252,14462,1220,-23.935175983801827
776,2890,6547.1312,11032.08919,50917.33501,22495.5878,45162.1805,51280.99069,RE-8,3297,IT-13,83001,15769.256,21497,18582,1185,32.4166824211312
777,7040,11845.879,28863.20508,58796.31874,37471.3692,37177.8212,10924.48822,RE-3,1234,IT-11,51686,30653.551,12448,22559,1364,17.158189837129555
778,4881,13104.2272,20144.60722,39492.04991,28797.195,36491.8651,27523.18016,RE-4,581,IT-7,35245,35761.26,10285,5371,1642,7.519184826205091
779,4146,7169.7919,29891.13784,9198.81711,37973.536,29443.4834,21284.76778,RE-C,804,IT-1,27235,25368.691,9703,13816,1524,-27.991157842950702
780,4900,18289.2771,17926.40361,56208.82063,59478.4934,47052.0579,19094.4254,RE-9,4776,IT-F,48374,NA,8381,13724,964,-5.785503418951013
781,6810,11850.3062,40533.41691,55614.71486,27463.0007,18837.5762,35442.71717,RE-5,514,IT-1,16274,24390.719,11967,16822,1485,-18.80905353427041
782,3636,5230.1757,11508.42952,9961.32246,32963.2637,27384.2256,26901.84071,RE-5,1160,IT-F,39549,32091.62,15786,13085,1543,10.878004537046866
783,1015,7080.8811,43606.26389,24928.21894,37942.8323,42299.9146,31772.45105,RE-0,3881,IT-8,44876,22401.88,28626,13643,1028,-8.281721197352036
784,6660,13492.9694,26927.20268,40980.59321,57162.8304,31875.7507,39467.01693,RE-2,3772,IT-A,48739,21642.8,30185,12094,995,-10.004406398763205
785,8284,14384.4573,9879.00983,58486.84284,47592.6373,25126.5851,27772.41986,RE-9,4750,IT-10,60518,32854.752,5682,18431,1265,35.053144390946805
786,6684,13880.7479,20617.03081,61045.64286,56827.9868,53530.0051,32187.64563,RE-11,3820,IT-2,29551,22559.796,22269,8504,910,-20.89281628135297
787,2452,1824.1004,37405.07602,55171.71079,19757.8544,58246.5562,30266.13666,RE-3,3051,IT-11,57020,26453.983,17927,14293,1605,245.88925271282415
788,4948,8850.4647,10852.00602,55730.7621,40720.4312,57856.7447,33136.25119,RE-9,3082,IT-D,44366,34727.856,1765,22698,1685,52.1616472104987
789,3610,3544.7164,37145.17618,1531.34751,48945.1349,26111.4636,22256.96978,RE-2,4828,IT-C,51820,19063.134,1777,14565,1591,-14.548573624368322
790,8119,3911.6033,29758.98344,16929.07218,49675.6731,27831.0726,25449.1572,RE-D,1017,IT-3,33502,NA,5200,10511,1730,-26.392070794350484
791,5600,1591.2099,31213.52553,4008.03544,42712.4477,35739.8382,38528.53551,RE-6,438,IT-13,48359,18922.449,5099,16906,1199,-19.119234124659577
792,2106,11877.8971,23717.77528,5704.73271,46232.7633,37080.4439,28224.8862,RE-0,4317,IT-10,51980,24701.379,33640,13522,1579,28.28700556302024
793,4983,16633.6248,26133.99441,1019.86123,48413.25,45384.7874,33993.75142,RE-B,3960,IT-E,33950,19140.385,24586,16483,1192,9.025549372447461
794,4332,18107.563,11988.88111,26190.58653,63658.579,30109.6284,19908.71549,RE-A,3708,IT-5,25883,20932.896,34287,18124,1281,-13.959230166696017
795,5020,10474.7213,37753.56146,34865.85159,23290.878,30846.597,34051.37304,RE-3,2704,IT-0,46201,8919.25,4305,19355,1500,-19.3280253027105
796,8076,2394.7452,30053.47335,54155.03397,31870.0121,197.0,27241.4341,RE-0,4701,IT-B,33536,26116.937,33269,14701,1686,44.65485628925435
797,6836,7934.9853,15659.7502,54531.83446,49860.3972,50101.393,40833.35828,RE-8,2361,IT-A,69266,28171.413,9297,7552,1300,5.848764269305159
798,5830,14011.6489,12860.11212,52200.69153,43816.8477,35901.6445,26232.5334,RE-10,525,IT-A,71197,25732.967,17017,16004,837,-10.373969246730624
799,6635,12041.1032,35459.57227,842.12771,29862.8157,24956.0851,23359.17834,RE-5,3703,IT-0,52923,24522.187,5094,14886,627,-44.06571813310098
800,5114,7108.079,4045.87425,41671.49839,35977.0894,57180.8949,33704.27939,RE-3,3733,IT-2,44742,18840.807,5325,14448,1397,-10.290793824830416
801,4211,13469.6063,19443.73648,43185.76934,49972.2551,45366.763,35150.23271,RE-2,2290,IT-8,26358,21943.969,15981,13089,799,-38.109983710257836
802,6209,2511.4211,43427.14979,21025.03474,47405.5063,36409.1958,21254.35015,RE-6,2872,IT-C,60257,26100.462,20456,18485,1318,-1.0457980924853711
803,5759,8437.4814,26294.63418,48129.4791,38434.2339,55173.6648,17737.68375,RE-11,1246,IT-6,37612,28254.753,22486,10531,1378,-19.33341676275812
804,3307,5639.5565,28263.5874,43661.65478,25258.24,26995.0117,24619.41472,RE-F,1333,IT-3,47346,23720.643,24697,18093,1360,-4.548058564897534
805,4671,18559.359,23838.82071,42919.89693,44413.6799,29815.7688,24748.6754,RE-6,1527,IT-13,63366,33349.221,12776,10910,2021,69.77384506283985
806,6139,18101.3619,6783.94586,32389.29603,25916.283,37363.7718,23809.59696,RE-4,4956,IT-6,63274,34910.678,17937,18677,1675,51.57428397578572
807,4624,15716.0489,39806.79906,16876.87896,48195.0574,37594.5719,32579.88468,RE-2,1559,IT-9,55369,42699.647,6666,24612,1301,43.00058116231692
808,6501,15223.6694,5862.82092,21847.25064,48472.578,29735.1339,26621.59689,RE-D,2971,IT-D,44327,25619.613,2968,18945,1318,2.8245611897104594
809,6186,9468.3697,17598.55748,57091.44836,33489.8304,44657.8671,34433.93863,RE-0,2082,IT-12,42053,24682.185,29965,28902,1811,65.03461102046413
810,3835,4447.1879,33530.40743,57408.11723,50260.9772,36107.0162,17585.30563,RE-D,761,IT-5,34574,26123.451,18491,20655,1286,-27.904826305092705
811,5370,11787.1817,25402.1454,32291.33904,42966.1537,42278.2391,14180.43449,RE-6,1061,IT-1,45171,28676.831,1686,14582,1663,-10.146652982987078
812,6489,12156.7021,26614.80859,44203.05871,43779.2327,36439.5584,23848.54617,RE-E,2750,IT-E,49426,36493.483,34190,16910,1425,37.22213704075267
813,4717,2059.9042,4727.41465,47347.15174,24644.7724,43697.1321,37109.68755,RE-0,4184,IT-2,61491,NA,30459,5346,1614,10.965339009214539
814,4164,5441.1377,44244.6964,40143.8065,39230.2962,40578.7338,14641.3816,RE-E,4877,IT-9,60103,27595.313,17092,14527,1130,-15.88123419088989
815,5938,1513.6321,34686.87488,50585.90506,38490.0804,56506.8256,11663.47571,RE-9,2167,IT-C,34942,21192.334,26895,21695,1357,-19.764306485768554
816,3524,9050.8782,22789.39508,57575.83315,25896.7046,43239.3738,46468.47152,RE-D,635,IT-C,25743,24184.381,8094,12969,1134,-14.538001207393282
817,2426,11546.8589,26639.0149,24717.81585,45712.6831,45832.7962,32749.12887,RE-8,4684,IT-D,56066,21120.566,13672,2784,675,-33.72424992549264
818,5406,14726.062,12939.58942,12167.39438,28570.3468,32006.7006,29814.26621,RE-1,4200,IT-A,48942,26853.201,11697,13398,1042,67.40668312165563
819,3919,3668.3291,35721.54272,41516.0686,41004.0092,41321.1282,34135.19717,RE-C,3300,IT-A,22442,24855.902,30302,12193,1353,-10.960061325252566
820,3465,17955.9886,41430.42082,56303.38346,55822.8851,31248.5886,17264.017,RE-8,3206,IT-8,35068,17820.86,29395,16139,1473,1.1694963109458727
821,3980,7872.9584,35021.94588,33402.45673,46766.9959,44540.2982,22418.94433,RE-10,2899,IT-10,4361,24413.739,8524,15862,1221,-39.522766987114785
822,4387,7931.2718,26829.00113,4292.70228,66844.6078,45239.6105,33348.69254,RE-E,4748,IT-0,50737,31409.043,29249,14087,1159,-4.839243932372076
823,4138,1822.44,34667.73383,27660.93273,35633.2318,52323.9629,16441.96146,RE-11,471,IT-7,37364,22646.171,18739,23859,1380,-21.43164786032433
824,4526,7126.7534,19997.87162,46669.4421,59399.1413,40478.7089,28122.56699,RE-B,4819,IT-5,24376,22993.987,7291,18151,938,-62.035219510206026
825,3344,3749.4557,30356.4807,18519.28721,36822.0903,32019.8635,16536.00229,RE-C,724,IT-6,9770,19004.196,22743,16182,1622,-34.680001289596085
826,7609,9415.7725,44249.95393,17237.61197,50335.7291,34238.302,23827.90946,RE-6,776,IT-6,29291,22589.282,25136,9735,1489,-16.01600518487656
827,4788,14460.7756,11918.71114,6714.30233,41391.1279,35216.433,18326.89055,RE-11,2171,IT-C,35901,28152.32,19810,15337,1461,4.2508052875595315
828,7768,13944.3315,20158.36409,34303.57903,48430.0593,19617.7908,26503.61611,RE-5,2404,IT-3,31157,23558.851,5416,14629,1274,-17.639751273455015
829,6661,4777.8026,11387.18516,52291.10787,21767.752,33753.1781,42599.20489,RE-0,2871,IT-3,24126,21578.107,18003,11790,986,-45.87132612401891
830,2127,1771.3167,16972.21027,34239.92033,37664.8188,32658.7059,16628.92138,RE-F,1965,IT-9,26179,9511.668,22881,12535,1492,-51.51148254961318
831,5015,5277.3227,40226.59261,21201.86535,57895.1942,42174.0706,37693.01585,RE-A,607,IT-6,34944,30593.074,6208,15293,1294,-17.278386500460567
832,5687,5370.1319,21281.78538,8935.29074,61788.9089,21994.426,11692.06928,RE-A,4571,IT-6,61029,19458.522,27815,9844,1306,-34.36202746554449
833,5389,17835.9559,6970.33873,30173.57699,23983.288,23153.4055,8681.17359,RE-2,4264,IT-3,65191,18352.626,8695,7868,1493,-12.600543416438384
834,5753,2910.8522,23904.22727,36486.14048,32221.6372,35419.9497,39334.11749,RE-1,729,IT-7,29399,19726.748,23884,12683,1301,-27.129813906706524
835,4142,11980.2666,10487.07552,57720.94488,28993.7929,24434.6331,17446.90126,RE-10,2802,IT-F,31943,22763.532,3970,12012,1561,-9.584837370956116
836,4892,3664.9916,20818.53748,18521.41358,30365.4037,38619.3957,48925.54949,RE-B,3676,IT-3,38932,NA,6741,21863,1499,3.5625040916572353
837,5428,2652.485,7210.79782,1842.66276,42792.4924,34652.5347,36917.11561,RE-7,3905,IT-2,59490,28498.597,15656,14451,1390,-10.495683365794317
838,8089,5732.9049,31242.93502,36599.84186,47758.3382,21554.0786,21686.42403,RE-C,2412,IT-B,14114,32721.478,25299,15586,1310,-14.831741269729982
839,2628,10752.7553,39621.29614,61460.41483,43734.5586,29673.4787,25754.79345,RE-8,2206,IT-F,51057,19756.962,21708,13527,1295,2.8604242321014546
840,7011,17660.552,26726.07584,22716.93543,50767.8323,43382.7426,30321.13782,RE-1,989,IT-13,68691,26039.371,5121,21028,1441,100.44397730407144
841,4450,16339.5382,6730.79957,56939.0958,44981.6813,42865.2379,25574.53058,RE-F,954,IT-8,70784,19746.733,6142,21512,1383,6.527015522958232
842,5104,2042.779,5808.62737,52517.85379,33879.3516,39276.5418,30972.92063,RE-7,1698,IT-12,18077,25846.14,34251,8305,1445,-6.4433766336788745
843,3186,16734.1011,19247.96555,4493.96008,31857.6856,44316.4856,27936.55078,RE-5,4285,IT-12,12279,19107.657,13370,11624,818,-48.84761397266841
844,6965,18250.1542,1601.16947,53807.08197,26659.6958,59748.7956,33991.64926,RE-F,1091,IT-C,52263,25001.785,7897,16755,1256,34.49339962333011
845,3975,9020.5279,16376.87121,52382.20356,31058.8286,29856.4234,19440.08388,RE-6,2524,IT-6,54633,19462.406,21764,8224,1482,-13.97957403053856
846,5362,3805.2885,5606.4468,47841.86005,41797.6925,26802.1161,38369.51896,RE-B,3884,IT-A,45472,NA,33041,8882,1309,-11.5393490897901
847,5311,17425.1855,17029.85585,43096.51436,18773.7784,49242.4315,23301.78382,RE-D,2139,IT-13,49166,NA,4056,15942,1587,37.10288394155625
848,7601,18238.1308,7229.20852,9058.08198,26318.0688,58288.9222,26087.35366,RE-E,1737,IT-4,32237,26268.402,25922,17399,1430,-1.5907790937297612
849,4840,10058.4806,8285.02951,10419.14819,16836.7894,18879.6799,37560.9754,RE-8,3645,IT-D,35345,30586.609,29413,10926,1078,-7.47486636005216
850,5635,15103.785,31393.96602,52488.95691,32024.0608,34617.9834,38586.67954,RE-0,3641,IT-E,44462,24798.028,7334,13252,1065,-0.7086129049027641
851,5385,11808.6383,25538.12758,39441.36991,59192.1819,24379.6163,34930.04291,RE-B,1113,IT-D,9154,21900.053,10899,6877,1152,-55.59113060035943
852,5113,14962.7437,27529.62214,24178.40677,37558.14,55173.5851,43876.32202,RE-3,2945,IT-12,47277,30308.126,14984,14249,1724,61.45250189047894
853,4859,9604.2131,17325.66823,45127.85645,37584.7097,38128.5609,15469.7468,RE-0,766,IT-4,47073,24873.035,23730,13055,1596,-6.236318656374986
854,6331,8340.2639,32865.66174,8307.69848,30871.0362,39252.3799,40337.12099,RE-E,4055,IT-C,62533,37050.673,7712,16005,786,5.4806170348678975
855,5661,17633.4995,40445.62931,34082.51868,46227.033,33380.6002,33215.83282,RE-F,3570,IT-5,52056,13631.67,4563,18862,1132,-15.30226773110449
856,8497,14358.752,29328.34977,44619.20104,19561.6232,59889.0903,40347.04866,RE-4,3696,IT-0,29902,20593.918,3751,18759,1077,-8.207605588663295
857,4841,1937.1794,17168.69711,61064.4884,31082.9788,42086.9567,47267.44975,RE-C,3447,IT-7,24579,25090.481,3570,14486,1248,-28.82031763615571
858,6910,1755.9911,12205.1249,35900.87392,61165.2484,30679.5524,23556.80916,RE-6,2327,IT-7,37188,21424.896,13969,20512,1006,-52.97431551299347
859,7192,17399.2949,21795.37474,12301.77943,58824.4744,58006.1824,41252.00024,RE-1,1928,IT-13,33165,34158.054,5562,17664,1466,41.08019353016052
860,7068,7814.9788,42343.90146,31177.14046,49883.8341,31588.05,32908.4587,RE-E,2965,IT-3,15118,31299.49,7787,12797,1423,-27.906635644280264
861,5148,17063.1831,33075.83738,53679.93223,41034.3836,31551.3407,38690.96725,RE-6,3124,IT-8,28837,29580.718,3957,9706,1334,-3.1326976218842395
862,6003,6769.1876,13004.9461,27726.24827,31021.9132,31334.906,28491.76499,RE-B,980,IT-12,56848,21394.504,13645,10507,1293,1.7669289673547692
863,6097,11037.7436,38204.43731,41267.68887,52566.7229,28461.0887,35395.57692,RE-8,1752,IT-9,48828,21312.135,2302,19562,1105,-21.324873559363567
864,3951,6051.2131,25278.80252,58612.96564,48057.1112,45409.0935,31432.34738,RE-A,3875,IT-4,42250,NA,22907,12260,1302,-3.798542718917698
865,3060,1595.157,14012.20628,43096.18085,47141.2912,31728.5156,17949.61514,RE-1,2687,IT-F,31566,NA,14792,12924,1535,-17.840030495159443
866,5473,7471.6886,15327.20546,48730.98855,40123.7563,43349.3038,17488.58337,RE-0,1040,IT-7,64885,19248.815,19763,14869,1388,-14.488942926869056
867,8387,7793.7436,39388.93606,14744.62598,57988.9507,28633.3191,12605.68379,RE-0,2690,IT-D,31641,34374.584,22044,14861,1515,-0.301535907259888
868,8087,11963.1904,16101.03118,940.67653,46814.0049,27496.3672,34685.87934,RE-8,2672,IT-F,35807,25215.075,25657,10373,1025,-20.420800825081095
869,4881,18444.9363,5707.71841,34863.73595,38132.1158,29154.3324,47929.90994,RE-0,3900,IT-10,27969,23270.991,28738,13610,762,-7.982773909325832
870,8096,17969.7565,5857.34728,50530.10915,49173.5942,22033.7834,31369.43954,RE-1,2488,IT-8,71326,23813.745,18384,14982,1559,-1.5641012538116044
871,5710,2955.0292,2962.2202,863.41407,39000.2638,25415.0852,37557.88234,RE-E,2438,IT-D,21691,34882.128,27395,18180,926,-28.354398493988224
872,4292,6918.5467,37786.11974,21705.5492,33167.0413,54369.7988,42134.60614,RE-B,1031,IT-12,36601,28181.546,27783,18172,1297,29.432086311047012
873,6836,16801.1496,5376.33852,32657.61649,52760.061,50274.7053,32761.24548,RE-11,2859,IT-4,70005,34154.966,27432,11740,1911,72.29117996778582
874,6119,17472.3842,24224.52826,17130.40626,33343.4127,17067.0226,30695.49604,RE-F,4087,IT-0,58034,6258.254,12232,19530,1185,-98.17467951819954
875,4267,10938.539,13477.82178,1267.87794,28272.1943,45156.2335,16745.76907,RE-8,3850,IT-F,22993,34198.384,29239,23996,1523,25.31602302419089
876,8324,15487.7473,10465.04696,3808.25671,35790.0542,42008.5596,26235.17294,RE-5,4867,IT-5,26724,26081.368,12436,2061,1185,-39.80847050581352
877,6426,7204.7347,25195.67591,22071.37387,64951.5859,28464.6744,30433.75821,RE-A,1801,IT-0,23541,NA,20954,23198,1010,-85.70495507042084
878,4824,18369.4671,31225.47007,32652.89497,43754.6313,39931.4911,23996.76248,RE-11,1693,IT-6,24689,29661.174,13313,18474,1797,23.72787180669817
879,2262,3847.7686,6561.81268,29755.11682,30650.6208,37004.4347,28760.80034,RE-6,2482,IT-A,40778,26635.015,21045,11860,1127,-30.663563485772382
880,7634,1941.3031,40247.9125,13324.11847,53741.2694,39178.8163,29111.55856,RE-1,761,IT-C,45676,NA,6870,17088,1534,-25.17170106551749
881,3843,5598.7046,3020.37315,52745.92484,59544.8141,55323.1039,20040.90749,RE-1,4875,IT-A,71969,25378.051,9662,17000,1201,-22.606252966784965
882,6723,12608.2228,3344.58371,14714.62062,25997.358,35443.96,41111.30027,RE-5,4638,IT-11,59426,30139.152,13576,10937,1636,43.795943859927895
883,7635,7650.8446,42213.25788,12388.85688,40584.3704,34932.137,36432.18022,RE-10,2100,IT-6,26626,28845.522,21142,14555,1694,12.40106603128564
