metal,shape,height,length,width,weight
bronze,box,3,6,1,167.22
silver,cylinder,9,7,7,3633.32
bronze,cylinder,3,1,1,21.89
silver,sphere,8,8,8,2812.19
silver,box,5,2,4,419.6
bronze,box,1,3,1,27.87
silver,cylinder,9,1,1,74.15
platinum,cylinder,1,9,9,1341.69
gold,sphere,5,5,5,1264.49
silver,sphere,7,7,7,1883.95
bronze,sphere,8,8,8,2490.49
silver,sphere,7,7,7,1883.95
platinum,sphere,9,9,9,8050.13
platinum,sphere,5,5,5,1380.34
silver,box,8,6,3,1510.56
tin,cylinder,3,9,9,1395.13
gold,sphere,10,10,10,10115.93
silver,sphere,10,10,10,5492.55
silver,box,4,9,5,1888.2
bronze,sphere,7,7,7,1668.43
silver,sphere,8,8,8,2812.19
platinum,cylinder,4,8,8,4240.4
platinum,box,1,6,5,632.7
silver,sphere,7,7,7,1883.95
tin,sphere,1,1,1,3.83
silver,sphere,9,9,9,4004.07
gold,box,4,8,2,1236.48
tin,box,1,9,4,263.16
silver,sphere,7,7,7,1883.95
silver,sphere,9,9,9,4004.07
tin,box,10,2,10,1462.0
platinum,box,10,10,10,21090.0
bronze,sphere,1,1,1,4.86
tin,box,4,9,10,2631.6
bronze,cylinder,4,5,5,729.63
tin,sphere,9,9,9,2790.25
bronze,sphere,8,8,8,2490.49
bronze,sphere,2,2,2,38.91
tin,cylinder,6,7,7,1687.93
platinum,box,9,9,7,11958.03
platinum,box,10,1,4,843.6
bronze,cylinder,6,3,3,394.0
platinum,cylinder,3,5,5,1242.3
platinum,box,3,9,10,5694.3
bronze,cylinder,6,4,4,700.45
tin,box,1,2,4,58.48
gold,cylinder,10,9,9,12290.85
platinum,box,3,1,5,316.35
bronze,box,5,3,1,139.35
silver,cylinder,10,7,7,4037.03
bronze,sphere,3,3,3,131.33
gold,box,9,2,6,2086.56
bronze,box,9,2,10,1672.2
bronze,sphere,6,6,6,1050.67
bronze,box,4,7,9,2341.08
bronze,sphere,8,8,8,2490.49
tin,cylinder,5,5,5,717.66
silver,cylinder,8,3,3,593.2
platinum,sphere,4,4,4,706.73
gold,cylinder,1,2,2,60.7
bronze,cylinder,7,4,4,817.19
silver,box,6,7,3,1321.74
bronze,cylinder,3,10,10,2188.9
bronze,box,9,2,10,1672.2
gold,sphere,2,2,2,80.93
platinum,box,6,8,5,5061.6
bronze,sphere,4,4,4,311.31
bronze,sphere,2,2,2,38.91
gold,cylinder,10,7,7,7435.21
bronze,sphere,9,9,9,3546.03
tin,cylinder,8,6,6,1653.48
tin,cylinder,5,2,2,114.83
bronze,cylinder,1,7,7,357.52
silver,box,3,5,8,1258.8
silver,cylinder,1,8,8,527.28
tin,cylinder,10,7,7,2813.22
gold,box,7,10,6,8114.4
gold,sphere,6,6,6,2185.04
platinum,cylinder,1,2,2,66.26
platinum,box,7,3,4,1771.56
bronze,cylinder,8,7,7,2860.17
silver,box,5,3,9,1416.15
bronze,sphere,6,6,6,1050.67
platinum,sphere,8,8,8,5653.86
tin,cylinder,1,3,3,51.67
platinum,sphere,2,2,2,88.34
silver,box,4,8,1,335.68
tin,cylinder,6,8,8,2204.64
bronze,box,8,10,4,2972.8
bronze,cylinder,7,5,5,1276.86
gold,sphere,10,10,10,10115.93
tin,cylinder,4,9,9,1860.17
tin,sphere,8,8,8,1959.68
platinum,cylinder,7,1,1,115.95
gold,sphere,1,1,1,10.12
platinum,sphere,6,6,6,2385.22
bronze,box,4,5,2,371.6
silver,sphere,2,2,2,43.94
gold,cylinder,10,7,7,7435.21
gold,box,5,3,1,289.8
gold,sphere,2,2,2,80.93
tin,cylinder,1,10,10,574.13
silver,sphere,6,6,6,1186.39
gold,box,8,1,1,154.56
bronze,sphere,3,3,3,131.33
bronze,cylinder,10,3,3,656.67
tin,sphere,1,1,1,3.83
platinum,cylinder,9,10,10,14907.64
tin,box,6,1,6,263.16
gold,cylinder,2,4,4,485.56
bronze,sphere,7,7,7,1668.43
platinum,sphere,5,5,5,1380.34
platinum,cylinder,5,2,2,331.28
bronze,cylinder,10,3,3,656.67
platinum,box,7,2,7,2066.82
bronze,sphere,6,6,6,1050.67
platinum,cylinder,6,10,10,9938.43
platinum,cylinder,7,6,6,4174.14
gold,sphere,1,1,1,10.12
platinum,box,2,3,3,379.62
gold,sphere,1,1,1,10.12
bronze,box,9,4,10,3344.4
platinum,sphere,7,7,7,3787.65
gold,sphere,9,9,9,7374.51
bronze,box,5,2,2,185.8
bronze,sphere,5,5,5,608.03
silver,sphere,5,5,5,686.57
platinum,sphere,9,9,9,8050.13
silver,box,4,8,8,2685.44
silver,cylinder,9,3,3,667.34
bronze,cylinder,2,4,4,233.48
bronze,sphere,7,7,7,1668.43
tin,sphere,8,8,8,1959.68
gold,box,1,1,6,115.92
gold,box,3,8,10,4636.8
gold,cylinder,9,8,8,8740.16
tin,box,2,2,3,87.72
tin,sphere,5,5,5,478.44
platinum,box,2,7,8,2362.08
silver,sphere,3,3,3,148.3
bronze,cylinder,3,2,2,87.56
tin,box,2,4,9,526.32
silver,box,7,1,8,587.44
gold,cylinder,4,10,10,6069.56
bronze,box,8,10,9,6688.8
silver,sphere,8,8,8,2812.19
tin,cylinder,2,3,3,103.34
silver,cylinder,6,4,4,790.93
tin,cylinder,8,3,3,413.37
tin,box,10,2,1,146.2
bronze,cylinder,1,4,4,116.74
gold,cylinder,2,9,9,2458.17
bronze,box,1,1,4,37.16
bronze,box,3,5,8,1114.8
bronze,sphere,4,4,4,311.31
gold,box,10,8,8,12364.8
bronze,cylinder,4,4,4,466.97
platinum,box,7,8,7,8267.28
tin,cylinder,5,10,10,2870.63
gold,cylinder,7,6,6,3823.82
platinum,sphere,1,1,1,11.04
platinum,sphere,3,3,3,298.15
silver,cylinder,1,6,6,296.6
bronze,box,3,8,10,2229.6
silver,box,6,1,8,503.52
tin,box,5,10,7,2558.5
bronze,cylinder,6,7,7,2145.13
bronze,box,10,10,1,929.0
bronze,sphere,9,9,9,3546.03
bronze,cylinder,4,6,6,1050.67
silver,cylinder,7,7,7,2825.92
gold,cylinder,3,1,1,45.52
gold,cylinder,7,7,7,5204.65
bronze,sphere,8,8,8,2490.49
bronze,cylinder,9,3,3,591.0
silver,box,5,3,9,1416.15
tin,sphere,4,4,4,244.96
tin,box,9,4,1,263.16
tin,box,5,3,4,438.6
tin,sphere,5,5,5,478.44
platinum,box,7,10,10,14763.0
bronze,cylinder,7,7,7,2502.65
silver,box,3,1,10,314.7
platinum,cylinder,1,10,10,1656.4
silver,sphere,3,3,3,148.3
silver,sphere,7,7,7,1883.95
gold,sphere,4,4,4,647.42
silver,sphere,6,6,6,1186.39
silver,cylinder,10,10,10,8238.83
silver,sphere,6,6,6,1186.39
silver,cylinder,9,6,6,2669.38
tin,sphere,5,5,5,478.44
gold,sphere,3,3,3,273.13
silver,cylinder,3,6,6,889.79
gold,cylinder,3,8,8,2913.39
gold,cylinder,10,7,7,7435.21
platinum,box,4,1,2,168.72
tin,cylinder,5,7,7,1406.61
gold,sphere,7,7,7,3469.76
gold,box,7,6,7,5680.08
bronze,sphere,4,4,4,311.31
silver,cylinder,4,10,10,3295.53
gold,sphere,6,6,6,2185.04
bronze,box,5,2,2,185.8
bronze,sphere,4,4,4,311.31
tin,sphere,1,1,1,3.83
silver,box,3,4,1,125.88
tin,box,10,3,2,438.6
bronze,sphere,6,6,6,1050.67
silver,cylinder,8,8,8,4218.28
gold,sphere,10,10,10,10115.93
bronze,sphere,3,3,3,131.33
tin,cylinder,3,8,8,1102.32
gold,sphere,6,6,6,2185.04
bronze,box,2,10,4,743.2
platinum,cylinder,8,4,4,2120.2
silver,cylinder,9,1,1,74.15
tin,cylinder,8,9,9,3720.34
platinum,cylinder,4,10,10,6625.62
platinum,sphere,2,2,2,88.34
silver,cylinder,1,10,10,823.88
silver,sphere,2,2,2,43.94
bronze,box,4,10,3,1114.8
bronze,sphere,8,8,8,2490.49
silver,sphere,2,2,2,43.94
gold,box,3,3,1,173.88
tin,box,4,7,1,204.68
bronze,box,10,7,8,5202.4
silver,sphere,3,3,3,148.3
silver,cylinder,4,9,9,2669.38
silver,cylinder,2,10,10,1647.77
silver,sphere,4,4,4,351.52
bronze,sphere,7,7,7,1668.43
tin,sphere,2,2,2,30.62
platinum,cylinder,4,1,1,66.26
bronze,box,1,6,8,445.92
gold,sphere,1,1,1,10.12
tin,cylinder,4,6,6,826.74
silver,sphere,9,9,9,4004.07
platinum,sphere,1,1,1,11.04
silver,cylinder,9,3,3,667.34
silver,cylinder,9,7,7,3633.32
platinum,cylinder,1,10,10,1656.4
tin,sphere,3,3,3,103.34
gold,box,5,9,7,6085.8
gold,box,5,3,6,1738.8
platinum,sphere,1,1,1,11.04
gold,cylinder,5,5,5,1896.74
platinum,cylinder,8,5,5,3312.81
tin,sphere,3,3,3,103.34
platinum,cylinder,3,1,1,49.69
bronze,sphere,3,3,3,131.33
tin,cylinder,6,1,1,34.45
platinum,box,5,1,7,738.15
bronze,cylinder,2,3,3,131.33
bronze,box,7,5,9,2926.35
silver,cylinder,6,8,8,3163.71
tin,cylinder,2,3,3,103.34
gold,sphere,3,3,3,273.13
silver,box,10,1,8,839.2
silver,cylinder,9,4,4,1186.39
bronze,cylinder,7,5,5,1276.86
silver,sphere,10,10,10,5492.55
gold,sphere,2,2,2,80.93
bronze,sphere,1,1,1,4.86
silver,cylinder,7,4,4,922.75
gold,cylinder,8,3,3,1092.52
silver,sphere,1,1,1,5.49
tin,box,9,9,2,1184.22
bronze,box,7,9,4,2341.08
tin,sphere,3,3,3,103.34
silver,sphere,7,7,7,1883.95
platinum,box,5,7,3,2214.45
silver,box,1,2,9,188.82
tin,cylinder,7,2,2,160.76
silver,box,5,4,5,1049.0
silver,cylinder,10,8,8,5272.85
tin,sphere,9,9,9,2790.25
tin,box,2,2,10,292.4
bronze,box,9,8,10,6688.8
silver,box,6,3,7,1321.74
tin,sphere,2,2,2,30.62
bronze,sphere,9,9,9,3546.03
gold,cylinder,10,9,9,12290.85
silver,cylinder,1,4,4,131.82
platinum,sphere,10,10,10,11042.7
gold,sphere,3,3,3,273.13
platinum,cylinder,1,9,9,1341.69
gold,box,3,1,5,289.8
gold,sphere,2,2,2,80.93
gold,box,7,5,4,2704.8
platinum,cylinder,7,3,3,1043.53
platinum,box,5,10,2,2109.0
gold,sphere,3,3,3,273.13
silver,sphere,10,10,10,5492.55
gold,cylinder,8,10,10,12139.11
gold,cylinder,1,9,9,1229.09
silver,box,4,9,3,1132.92
silver,box,1,9,5,472.05
silver,sphere,1,1,1,5.49
platinum,box,5,5,10,5272.5
bronze,cylinder,10,1,1,72.96
tin,box,2,2,3,87.72
bronze,box,8,3,10,2229.6
gold,cylinder,4,3,3,546.26
bronze,cylinder,6,10,10,4377.81
bronze,cylinder,3,3,3,197.0
platinum,sphere,1,1,1,11.04
tin,sphere,2,2,2,30.62
platinum,cylinder,2,2,2,132.51
gold,box,3,4,10,2318.4
gold,cylinder,5,3,3,682.83
silver,cylinder,6,10,10,4943.3
gold,sphere,3,3,3,273.13
tin,cylinder,7,5,5,1004.72
platinum,box,4,9,2,1518.48
silver,cylinder,1,7,7,403.7
silver,cylinder,9,6,6,2669.38
gold,sphere,10,10,10,10115.93
tin,cylinder,3,8,8,1102.32
tin,box,7,6,6,1842.12
tin,cylinder,8,1,1,45.93
tin,box,7,6,10,3070.2
tin,box,8,7,10,4093.6
platinum,box,4,4,7,2362.08
tin,cylinder,5,6,6,1033.43
silver,box,2,9,10,1888.2
bronze,sphere,2,2,2,38.91
tin,cylinder,8,1,1,45.93
platinum,sphere,8,8,8,5653.86
bronze,sphere,4,4,4,311.31
silver,sphere,8,8,8,2812.19
tin,box,10,5,3,1096.5
platinum,sphere,2,2,2,88.34
bronze,box,10,7,2,1300.6
platinum,box,1,2,1,42.18
silver,box,1,7,9,660.87
platinum,sphere,1,1,1,11.04
silver,cylinder,10,3,3,741.49
gold,sphere,4,4,4,647.42
bronze,box,10,1,5,464.5
tin,box,2,1,4,58.48
bronze,sphere,9,9,9,3546.03
bronze,box,4,7,5,1300.6
silver,sphere,9,9,9,4004.07
gold,sphere,6,6,6,2185.04
tin,box,3,7,5,767.55
bronze,box,1,9,10,836.1
platinum,sphere,10,10,10,11042.7
tin,box,9,6,3,1184.22
platinum,cylinder,5,2,2,331.28
platinum,box,6,5,9,5694.3
bronze,sphere,2,2,2,38.91
gold,cylinder,3,2,2,182.09
tin,cylinder,10,9,9,4650.42
silver,sphere,5,5,5,686.57
platinum,box,4,2,5,843.6
bronze,box,9,2,2,334.44
platinum,cylinder,5,1,1,82.82
platinum,cylinder,6,6,6,3577.83
platinum,box,10,10,7,14763.0
silver,sphere,3,3,3,148.3
tin,box,1,6,8,350.88
tin,cylinder,6,5,5,861.19
bronze,box,9,8,8,5351.04
platinum,sphere,4,4,4,706.73
tin,sphere,10,10,10,3827.51
silver,box,9,7,1,660.87
silver,sphere,7,7,7,1883.95
gold,sphere,5,5,5,1264.49
tin,box,2,2,2,58.48
tin,sphere,1,1,1,3.83
tin,box,10,8,3,1754.4
silver,cylinder,7,1,1,57.67
tin,cylinder,3,3,3,155.01
tin,box,9,2,10,1315.8
tin,sphere,2,2,2,30.62
tin,cylinder,1,8,8,367.44
silver,cylinder,2,9,9,1334.69
silver,box,2,6,5,629.4
bronze,sphere,8,8,8,2490.49
tin,cylinder,2,5,5,287.06
silver,cylinder,9,10,10,7414.94
platinum,sphere,3,3,3,298.15
tin,box,9,8,10,5263.2
gold,cylinder,10,8,8,9711.29
silver,box,3,2,5,314.7
silver,box,9,1,4,377.64
gold,cylinder,3,4,4,728.35
platinum,sphere,10,10,10,11042.7
platinum,cylinder,10,5,5,4141.01
bronze,sphere,7,7,7,1668.43
silver,sphere,7,7,7,1883.95
gold,cylinder,9,8,8,8740.16
silver,cylinder,8,10,10,6591.06
silver,box,6,10,4,2517.6
platinum,box,5,2,5,1054.5
gold,cylinder,10,5,5,3793.47
bronze,cylinder,5,10,10,3648.17
silver,cylinder,10,8,8,5272.85
gold,cylinder,9,5,5,3414.13
platinum,cylinder,3,6,6,1788.92
tin,sphere,1,1,1,3.83
gold,box,5,9,4,3477.6
tin,sphere,9,9,9,2790.25
gold,cylinder,6,1,1,91.04
gold,sphere,6,6,6,2185.04
bronze,sphere,1,1,1,4.86
tin,cylinder,9,1,1,51.67
silver,box,10,1,6,629.4
tin,sphere,1,1,1,3.83
gold,box,3,7,9,3651.48
silver,cylinder,6,4,4,790.93
silver,sphere,1,1,1,5.49
silver,box,7,7,3,1542.03
gold,box,3,10,5,2898.0
bronze,box,1,5,10,464.5
tin,sphere,8,8,8,1959.68
silver,box,1,6,10,629.4
silver,sphere,7,7,7,1883.95
bronze,box,1,1,6,55.74
platinum,sphere,8,8,8,5653.86
tin,cylinder,8,6,6,1653.48
bronze,sphere,5,5,5,608.03
gold,sphere,7,7,7,3469.76
gold,box,2,5,5,966.0
bronze,box,9,6,4,2006.64
platinum,cylinder,1,5,5,414.1
gold,sphere,6,6,6,2185.04
bronze,box,9,2,1,167.22
bronze,box,10,6,6,3344.4
gold,box,5,10,9,8694.0
silver,cylinder,5,3,3,370.75
tin,sphere,8,8,8,1959.68
silver,sphere,5,5,5,686.57
bronze,sphere,10,10,10,4864.23
gold,box,1,3,5,289.8
silver,cylinder,2,8,8,1054.57
platinum,box,3,2,7,885.78
platinum,cylinder,8,6,6,4770.45
platinum,box,10,7,7,10334.1
tin,box,1,4,4,116.96
bronze,box,10,2,8,1486.4
gold,sphere,4,4,4,647.42
bronze,box,7,5,2,650.3
silver,sphere,1,1,1,5.49
gold,box,7,5,4,2704.8
tin,sphere,5,5,5,478.44
tin,cylinder,9,4,4,826.74
tin,sphere,10,10,10,3827.51
platinum,cylinder,5,4,4,1325.12
platinum,box,6,4,7,3543.12
silver,sphere,7,7,7,1883.95
tin,sphere,6,6,6,826.74
bronze,box,8,2,5,743.2
silver,sphere,5,5,5,686.57
gold,box,4,4,3,927.36
tin,cylinder,3,5,5,430.59
tin,sphere,3,3,3,103.34
silver,box,6,7,5,2202.9
bronze,cylinder,1,5,5,182.41
platinum,cylinder,5,4,4,1325.12
bronze,sphere,2,2,2,38.91
silver,cylinder,9,2,2,296.6
platinum,sphere,8,8,8,5653.86
tin,cylinder,2,8,8,734.88
silver,sphere,6,6,6,1186.39
platinum,cylinder,4,4,4,1060.1
silver,cylinder,6,1,1,49.43
gold,cylinder,7,1,1,106.22
gold,box,7,9,6,7302.96
silver,sphere,4,4,4,351.52
tin,cylinder,6,2,2,137.79
gold,sphere,4,4,4,647.42
gold,box,3,7,10,4057.2
gold,sphere,10,10,10,10115.93
tin,cylinder,2,4,4,183.72
gold,cylinder,3,7,7,2230.56
silver,box,1,3,10,314.7
platinum,cylinder,5,4,4,1325.12
silver,sphere,5,5,5,686.57
gold,cylinder,2,4,4,485.56
silver,cylinder,2,2,2,65.91
platinum,sphere,7,7,7,3787.65
bronze,sphere,5,5,5,608.03
platinum,cylinder,10,1,1,165.64
silver,sphere,6,6,6,1186.39
platinum,box,7,8,10,11810.4
silver,cylinder,10,4,4,1318.21
gold,box,7,5,2,1352.4
gold,cylinder,3,5,5,1138.04
silver,sphere,2,2,2,43.94
bronze,sphere,6,6,6,1050.67
gold,sphere,7,7,7,3469.76
platinum,box,8,5,7,5905.2
gold,box,6,7,10,8114.4
silver,sphere,10,10,10,5492.55
tin,sphere,5,5,5,478.44
platinum,sphere,5,5,5,1380.34
gold,box,2,1,4,154.56
gold,box,9,9,5,7824.6
silver,sphere,1,1,1,5.49
platinum,box,10,10,3,6327.0
silver,sphere,5,5,5,686.57
tin,cylinder,6,2,2,137.79
tin,box,2,5,9,657.9
platinum,sphere,8,8,8,5653.86
silver,cylinder,9,2,2,296.6
platinum,cylinder,7,10,10,11594.83
silver,sphere,6,6,6,1186.39
gold,box,8,8,3,3709.44
bronze,sphere,3,3,3,131.33
tin,sphere,4,4,4,244.96
gold,cylinder,8,8,8,7769.03
silver,box,9,7,5,3304.35
bronze,box,4,4,10,1486.4
gold,cylinder,8,2,2,485.56
tin,cylinder,4,5,5,574.13
platinum,sphere,5,5,5,1380.34
tin,box,2,5,4,292.4
gold,box,10,1,6,1159.2
gold,sphere,10,10,10,10115.93
bronze,box,5,8,9,3344.4
gold,sphere,6,6,6,2185.04
tin,box,3,8,7,1228.08
silver,sphere,5,5,5,686.57
bronze,sphere,7,7,7,1668.43
gold,cylinder,6,6,6,3277.56
tin,box,2,4,2,116.96
platinum,sphere,3,3,3,298.15
bronze,box,10,2,6,1114.8
gold,box,5,9,7,6085.8
bronze,sphere,9,9,9,3546.03
platinum,box,3,10,9,5694.3
bronze,box,2,2,9,334.44
silver,sphere,6,6,6,1186.39
tin,cylinder,6,8,8,2204.64
platinum,cylinder,5,9,9,6708.44
gold,cylinder,5,3,3,682.83
tin,cylinder,5,1,1,28.71
tin,cylinder,10,1,1,57.41
tin,box,6,10,1,438.6
silver,sphere,9,9,9,4004.07
bronze,cylinder,3,7,7,1072.56
platinum,box,9,3,7,3986.01
bronze,sphere,1,1,1,4.86
platinum,box,10,5,1,1054.5
tin,box,9,2,2,263.16
platinum,box,1,6,9,1138.86
gold,sphere,4,4,4,647.42
tin,box,8,10,9,5263.2
gold,cylinder,5,4,4,1213.91
gold,box,3,3,2,347.76
gold,cylinder,7,9,9,8603.6
tin,box,10,4,1,292.4
tin,box,2,4,10,584.8
gold,sphere,6,6,6,2185.04
bronze,cylinder,4,6,6,1050.67
silver,cylinder,9,6,6,2669.38
platinum,box,10,7,5,7381.5
silver,cylinder,2,6,6,593.2
platinum,cylinder,6,1,1,99.38
bronze,box,6,3,3,501.66
silver,sphere,4,4,4,351.52
tin,sphere,5,5,5,478.44
platinum,box,6,4,9,4555.44
platinum,box,3,5,10,3163.5
tin,sphere,5,5,5,478.44
silver,sphere,2,2,2,43.94
tin,sphere,6,6,6,826.74
bronze,sphere,9,9,9,3546.03
gold,sphere,10,10,10,10115.93
bronze,cylinder,5,6,6,1313.34
gold,box,1,3,4,231.84
silver,sphere,4,4,4,351.52
silver,box,7,4,3,881.16
tin,sphere,4,4,4,244.96
silver,cylinder,8,3,3,593.2
gold,box,2,3,3,347.76
gold,sphere,1,1,1,10.12
platinum,box,7,3,1,442.89
platinum,box,1,3,5,316.35
bronze,box,6,8,3,1337.76
gold,cylinder,9,3,3,1229.09
platinum,box,5,10,7,7381.5
gold,sphere,4,4,4,647.42
gold,box,7,7,3,2840.04
platinum,sphere,7,7,7,3787.65
silver,sphere,9,9,9,4004.07
silver,box,10,7,5,3671.5
bronze,sphere,7,7,7,1668.43
platinum,cylinder,6,2,2,397.54
silver,sphere,3,3,3,148.3
platinum,box,10,3,1,632.7
bronze,cylinder,2,9,9,1182.01
bronze,box,1,6,6,334.44
tin,box,7,2,8,818.72
tin,sphere,6,6,6,826.74
silver,box,6,6,6,2265.84
tin,box,9,10,7,4605.3
platinum,sphere,7,7,7,3787.65
gold,sphere,5,5,5,1264.49
platinum,sphere,7,7,7,3787.65
silver,cylinder,5,6,6,1482.99
tin,sphere,9,9,9,2790.25
platinum,box,8,1,6,1012.32
silver,box,8,8,2,1342.72
tin,sphere,8,8,8,1959.68
silver,cylinder,7,4,4,922.75
tin,box,2,10,6,877.2
bronze,cylinder,10,7,7,3575.21
tin,cylinder,4,5,5,574.13
bronze,box,7,2,7,910.42
tin,cylinder,1,10,10,574.13
silver,cylinder,5,6,6,1482.99
bronze,cylinder,8,5,5,1459.27
gold,box,7,2,9,2434.32
gold,cylinder,4,4,4,971.13
tin,box,4,1,1,29.24
gold,box,2,4,3,463.68
silver,sphere,9,9,9,4004.07
tin,box,3,7,10,1535.1
tin,box,10,2,2,292.4
silver,cylinder,6,10,10,4943.3
gold,sphere,1,1,1,10.12
silver,cylinder,5,1,1,41.19
silver,sphere,5,5,5,686.57
tin,box,10,7,9,4605.3
silver,sphere,1,1,1,5.49
silver,cylinder,2,1,1,16.48
platinum,sphere,3,3,3,298.15
platinum,sphere,9,9,9,8050.13
tin,sphere,7,7,7,1312.83
tin,sphere,6,6,6,826.74
bronze,box,5,6,7,1950.9
gold,box,3,2,7,811.44
platinum,sphere,2,2,2,88.34
bronze,sphere,5,5,5,608.03
bronze,cylinder,4,8,8,1867.87
silver,cylinder,5,10,10,4119.41
tin,cylinder,6,6,6,1240.11
tin,box,9,2,3,394.74
gold,box,3,7,10,4057.2
gold,sphere,4,4,4,647.42
platinum,cylinder,3,6,6,1788.92
platinum,sphere,9,9,9,8050.13
tin,cylinder,2,8,8,734.88
bronze,box,5,5,9,2090.25
gold,box,10,7,7,9466.8
platinum,box,8,6,6,6073.92
tin,box,8,4,10,2339.2
tin,sphere,5,5,5,478.44
bronze,box,5,2,6,557.4
silver,box,4,1,8,335.68
gold,cylinder,4,10,10,6069.56
silver,cylinder,6,6,6,1779.59
gold,sphere,2,2,2,80.93
silver,box,5,4,9,1888.2
silver,box,2,3,7,440.58
tin,box,3,7,7,1074.57
gold,box,10,5,3,2898.0
bronze,box,3,1,9,250.83
gold,sphere,10,10,10,10115.93
bronze,sphere,10,10,10,4864.23
gold,sphere,9,9,9,7374.51
bronze,cylinder,8,10,10,5837.08
bronze,sphere,5,5,5,608.03
gold,box,6,4,1,463.68
platinum,box,7,3,4,1771.56
tin,box,2,6,8,701.76
silver,cylinder,6,9,9,4004.07
platinum,box,5,6,4,2530.8
platinum,sphere,3,3,3,298.15
gold,box,5,9,1,869.4
silver,cylinder,7,1,1,57.67
bronze,cylinder,10,3,3,656.67
gold,cylinder,10,7,7,7435.21
bronze,sphere,6,6,6,1050.67
gold,sphere,7,7,7,3469.76
tin,box,8,6,5,1754.4
gold,cylinder,4,3,3,546.26
silver,sphere,10,10,10,5492.55
bronze,sphere,4,4,4,311.31
gold,sphere,1,1,1,10.12
silver,box,5,9,1,472.05
platinum,cylinder,4,2,2,265.02
silver,cylinder,6,10,10,4943.3
platinum,cylinder,8,5,5,3312.81
tin,cylinder,3,1,1,17.22
bronze,cylinder,4,4,4,466.97
gold,cylinder,5,8,8,4855.65
tin,cylinder,2,8,8,734.88
bronze,cylinder,10,5,5,1824.09
platinum,cylinder,10,5,5,4141.01
tin,box,2,4,1,58.48
bronze,cylinder,2,10,10,1459.27
silver,sphere,8,8,8,2812.19
bronze,cylinder,4,1,1,29.19
bronze,sphere,1,1,1,4.86
tin,sphere,1,1,1,3.83
platinum,box,8,7,6,7086.24
tin,box,9,5,3,986.85
bronze,box,7,9,4,2341.08
silver,cylinder,8,8,8,4218.28
platinum,cylinder,6,10,10,9938.43
silver,cylinder,3,10,10,2471.65
tin,sphere,5,5,5,478.44
bronze,box,5,10,8,3716.0
bronze,cylinder,3,1,1,21.89
gold,box,6,7,1,811.44
tin,box,6,6,10,2631.6
tin,box,10,2,6,877.2
tin,cylinder,2,7,7,562.64
gold,cylinder,10,1,1,151.74
gold,cylinder,10,2,2,606.96
tin,box,3,4,4,350.88
gold,sphere,5,5,5,1264.49
gold,cylinder,1,8,8,971.13
tin,sphere,9,9,9,2790.25
bronze,cylinder,6,1,1,43.78
platinum,box,10,6,8,10123.2
platinum,cylinder,2,4,4,530.05
bronze,sphere,9,9,9,3546.03
silver,cylinder,3,7,7,1211.11
bronze,sphere,5,5,5,608.03
tin,sphere,1,1,1,3.83
silver,box,1,6,9,566.46
silver,cylinder,8,3,3,593.2
tin,cylinder,8,4,4,734.88
platinum,sphere,1,1,1,11.04
platinum,box,4,9,2,1518.48
platinum,cylinder,1,9,9,1341.69
bronze,box,1,4,4,148.64
platinum,box,4,1,4,337.44
silver,sphere,2,2,2,43.94
gold,sphere,2,2,2,80.93
tin,box,1,5,10,365.5
bronze,sphere,8,8,8,2490.49
platinum,box,1,4,1,84.36
tin,box,10,3,7,1535.1
platinum,cylinder,2,4,4,530.05
tin,box,10,9,10,6579.0
platinum,cylinder,7,3,3,1043.53
gold,sphere,9,9,9,7374.51
silver,cylinder,8,8,8,4218.28
gold,box,5,2,8,1545.6
bronze,cylinder,7,8,8,3268.76
bronze,box,1,10,1,92.9
gold,box,8,2,10,3091.2
silver,box,7,10,5,3671.5
silver,sphere,9,9,9,4004.07
gold,cylinder,1,7,7,743.52
platinum,cylinder,2,5,5,828.2
bronze,box,2,5,1,92.9
platinum,cylinder,4,10,10,6625.62
tin,box,4,3,2,175.44
gold,box,8,4,4,2472.96
bronze,cylinder,5,9,9,2955.02
tin,box,10,8,4,2339.2
silver,cylinder,7,6,6,2076.18
tin,sphere,5,5,5,478.44
platinum,cylinder,1,8,8,1060.1
silver,sphere,7,7,7,1883.95
bronze,cylinder,5,5,5,912.04
bronze,box,9,3,4,1003.32
tin,box,3,5,7,767.55
tin,box,5,8,8,2339.2
platinum,box,8,6,5,5061.6
bronze,box,1,6,2,111.48
silver,sphere,6,6,6,1186.39
silver,cylinder,4,5,5,823.88
platinum,box,3,4,8,2024.64
silver,sphere,1,1,1,5.49
silver,cylinder,5,2,2,164.78
tin,sphere,9,9,9,2790.25
platinum,cylinder,10,9,9,13416.88
platinum,sphere,8,8,8,5653.86
tin,box,6,5,3,657.9
gold,sphere,1,1,1,10.12
gold,box,4,5,6,2318.4
silver,cylinder,3,10,10,2471.65
bronze,box,8,2,6,891.84
tin,cylinder,7,6,6,1446.8
bronze,box,8,2,5,743.2
gold,cylinder,1,5,5,379.35
bronze,cylinder,3,3,3,197.0
platinum,sphere,9,9,9,8050.13
gold,box,5,3,10,2898.0
gold,sphere,6,6,6,2185.04
platinum,box,8,7,10,11810.4
gold,box,10,9,2,3477.6
tin,cylinder,4,2,2,91.86
tin,cylinder,8,2,2,183.72
silver,box,1,1,3,31.47
bronze,sphere,6,6,6,1050.67
gold,cylinder,10,6,6,5462.6
